Bolge,Ulke_Sehir,Cinsiyet,Kanser_Turu,Yas_Grubu,Yillik_Vaka_Hizi_100Bin,Yillik_Olum_Hizi_100Bin,Bes_Yillik_Sagkalim_Yuzdesi
Turkiye,Manisa,Kadin,Mide,50-69,10.9,10.1,25.6
Turkiye,Manisa,Kadin,Mide,70+,17.3,15.5,11.1
Turkiye,Manisa,Kadin,Mesane,30-49,1.1,0.3,73.9
Turkiye,Manisa,Kadin,Mesane,50-69,5.6,2.4,70.9
Turkiye,Manisa,Kadin,Mesane,70+,9.3,3.6,58.9
Turkiye,Manisa,Kadin,Diger,30-49,2.5,0.6,66.8
Turkiye,Manisa,Kadin,Diger,50-69,14.4,4.4,66.2
Turkiye,Manisa,Kadin,Diger,70+,22.2,7.5,55.4
Turkiye,Kahramanmaras,Erkek,Akciger,30-49,13.4,6.3,18.3
Turkiye,Kahramanmaras,Erkek,Akciger,50-69,76.0,46.5,15.0
Turkiye,Kahramanmaras,Erkek,Akciger,70+,88.0,70.4,5.0
Turkiye,Kahramanmaras,Erkek,Prostat,30-49,25.1,4.2,90.9
Turkiye,Kahramanmaras,Erkek,Prostat,50-69,29.4,6.0,86.0
Turkiye,Kahramanmaras,Erkek,Prostat,70+,178.7,73.2,74.1
Turkiye,Kahramanmaras,Erkek,Kolorektal,30-49,11.0,3.8,63.6
Turkiye,Kahramanmaras,Erkek,Kolorektal,50-69,22.4,11.3,57.1
Turkiye,Kahramanmaras,Erkek,Kolorektal,70+,108.2,58.3,46.3
Turkiye,Kahramanmaras,Erkek,Tiroid,30-49,8.5,0.6,99.3
Turkiye,Kahramanmaras,Erkek,Tiroid,50-69,9.0,0.6,98.3
Turkiye,Kahramanmaras,Erkek,Tiroid,70+,12.0,1.0,82.4
Turkiye,Kahramanmaras,Erkek,Mide,30-49,3.7,1.8,26.1
Turkiye,Kahramanmaras,Erkek,Mide,50-69,21.9,15.1,21.1
Turkiye,Kahramanmaras,Erkek,Mide,70+,28.4,27.1,11.7
Turkiye,Kahramanmaras,Erkek,Mesane,30-49,5.4,1.1,75.0
Turkiye,Kahramanmaras,Erkek,Mesane,50-69,32.4,7.6,70.2
Turkiye,Kahramanmaras,Erkek,Mesane,70+,49.4,14.8,57.9
Turkiye,Kahramanmaras,Erkek,Diger,30-49,2.6,0.5,65.5
Turkiye,Kahramanmaras,Erkek,Diger,50-69,14.7,5.1,64.9
Turkiye,Kahramanmaras,Erkek,Diger,70+,20.8,8.8,54.8
Turkiye,Kahramanmaras,Kadin,Akciger,30-49,2.5,1.2,19.0
Turkiye,Kahramanmaras,Kadin,Akciger,50-69,14.6,11.7,13.9
Turkiye,Kahramanmaras,Kadin,Akciger,70+,19.8,18.9,5.0
Turkiye,Kahramanmaras,Kadin,Meme,30-49,48.1,6.6,82.8
Turkiye,Kahramanmaras,Kadin,Meme,50-69,118.4,23.3,86.4
Turkiye,Kahramanmaras,Kadin,Meme,70+,160.8,38.7,73.9
Turkiye,Kahramanmaras,Kadin,Kolorektal,30-49,11.0,4.3,61.1
Turkiye,Kahramanmaras,Kadin,Kolorektal,50-69,25.6,10.1,60.0
Turkiye,Kahramanmaras,Kadin,Kolorektal,70+,92.7,53.7,48.5
Turkiye,Kahramanmaras,Kadin,Tiroid,30-49,38.1,0.6,96.4
Turkiye,Kahramanmaras,Kadin,Tiroid,50-69,33.7,0.6,97.6
Turkiye,Kahramanmaras,Kadin,Tiroid,70+,55.9,1.0,86.6
Turkiye,Kahramanmaras,Kadin,Mide,30-49,1.8,1.2,27.2
Turkiye,Kahramanmaras,Kadin,Mide,50-69,12.1,8.4,23.6
Turkiye,Kahramanmaras,Kadin,Mide,70+,14.4,11.5,10.4
Turkiye,Kahramanmaras,Kadin,Mesane,30-49,1.1,0.3,73.3
Turkiye,Kahramanmaras,Kadin,Mesane,50-69,5.7,2.3,74.8
Turkiye,Kahramanmaras,Kadin,Mesane,70+,8.3,4.0,58.8
Turkiye,Kahramanmaras,Kadin,Diger,30-49,3.1,0.5,69.7
Turkiye,Kahramanmaras,Kadin,Diger,50-69,13.0,4.0,65.5
Turkiye,Kahramanmaras,Kadin,Diger,70+,21.2,8.6,52.8
Turkiye,Mardin,Erkek,Akciger,30-49,13.9,6.1,20.4
Turkiye,Mardin,Erkek,Akciger,50-69,58.8,53.2,14.6
Turkiye,Mardin,Erkek,Akciger,70+,83.9,67.1,5.1
Turkiye,Mardin,Erkek,Prostat,30-49,26.4,3.7,90.9
Turkiye,Mardin,Erkek,Prostat,50-69,38.9,5.9,89.0
Turkiye,Mardin,Erkek,Prostat,70+,226.4,67.7,73.5
Turkiye,Mardin,Erkek,Kolorektal,30-49,9.9,4.1,62.0
Turkiye,Mardin,Erkek,Kolorektal,50-69,26.4,9.9,58.5
Turkiye,Mardin,Erkek,Kolorektal,70+,95.5,57.2,45.0
Turkiye,Mardin,Erkek,Tiroid,30-49,9.9,0.6,95.2
Turkiye,Mardin,Erkek,Tiroid,50-69,8.9,0.6,98.5
Turkiye,Mardin,Erkek,Tiroid,70+,14.0,1.0,86.0
Turkiye,Mardin,Erkek,Mide,30-49,3.1,1.9,27.8
Turkiye,Mardin,Erkek,Mide,50-69,18.4,12.7,25.6
Turkiye,Mardin,Erkek,Mide,70+,24.0,19.2,11.6
Turkiye,Mardin,Erkek,Mesane,30-49,5.0,1.0,71.7
Turkiye,Mardin,Erkek,Mesane,50-69,32.8,8.6,76.3
Turkiye,Mardin,Erkek,Mesane,70+,39.9,14.6,58.0
Turkiye,Mardin,Erkek,Diger,30-49,2.8,0.6,70.6
Turkiye,Mardin,Erkek,Diger,50-69,13.8,4.4,61.8
Turkiye,Mardin,Erkek,Diger,70+,17.3,8.4,52.5
Turkiye,Mardin,Kadin,Akciger,30-49,2.4,1.4,21.7
Turkiye,Mardin,Kadin,Akciger,50-69,13.6,9.0,14.0
Turkiye,Mardin,Kadin,Akciger,70+,18.7,17.4,5.0
Turkiye,Mardin,Kadin,Meme,30-49,45.5,7.3,84.9
Turkiye,Mardin,Kadin,Meme,50-69,116.9,24.7,84.4
Turkiye,Mardin,Kadin,Meme,70+,177.4,38.7,71.1
Turkiye,Mardin,Kadin,Kolorektal,30-49,12.6,3.6,64.1
Turkiye,Mardin,Kadin,Kolorektal,50-69,21.0,12.2,60.2
Turkiye,Mardin,Kadin,Kolorektal,70+,83.8,49.4,50.0
Turkiye,Mardin,Kadin,Tiroid,30-49,35.8,0.6,94.1
Turkiye,Mardin,Kadin,Tiroid,50-69,36.9,0.6,99.5
Turkiye,Mardin,Kadin,Tiroid,70+,47.2,0.9,87.0
Turkiye,Mardin,Kadin,Mide,30-49,2.2,0.9,29.4
Turkiye,Mardin,Kadin,Mide,50-69,11.5,9.8,22.9
Turkiye,Mardin,Kadin,Mide,70+,12.9,10.3,12.9
Turkiye,Mardin,Kadin,Mesane,30-49,1.0,0.3,75.2
Turkiye,Mardin,Kadin,Mesane,50-69,4.6,2.5,69.4
Turkiye,Mardin,Kadin,Mesane,70+,8.7,3.8,61.3
Turkiye,Mardin,Kadin,Diger,30-49,2.8,0.6,67.9
Turkiye,Mardin,Kadin,Diger,50-69,16.0,4.3,66.2
Turkiye,Mardin,Kadin,Diger,70+,19.2,9.6,53.3
Turkiye,Mugla,Erkek,Akciger,30-49,11.7,6.3,16.3
Turkiye,Mugla,Erkek,Akciger,50-69,57.7,54.8,15.3
Turkiye,Mugla,Erkek,Akciger,70+,95.0,93.9,5.0
Turkiye,Mugla,Erkek,Prostat,30-49,24.4,4.6,87.3
Turkiye,Mugla,Erkek,Prostat,50-69,36.3,6.2,89.2
Turkiye,Mugla,Erkek,Prostat,70+,177.3,73.1,79.0
Turkiye,Mugla,Erkek,Kolorektal,30-49,10.9,4.1,63.5
Turkiye,Mugla,Erkek,Kolorektal,50-69,22.8,11.4,60.5
Turkiye,Mugla,Erkek,Kolorektal,70+,90.6,61.2,44.0
Turkiye,Mugla,Erkek,Tiroid,30-49,9.5,0.6,98.2
Turkiye,Mugla,Erkek,Tiroid,50-69,10.2,0.6,99.2
Turkiye,Mugla,Erkek,Tiroid,70+,16.2,1.0,87.3
Turkiye,Mugla,Erkek,Mide,30-49,3.3,2.1,26.0
Turkiye,Mugla,Erkek,Mide,50-69,22.2,15.0,20.5
Turkiye,Mugla,Erkek,Mide,70+,29.5,26.5,12.5
Turkiye,Mugla,Erkek,Mesane,30-49,6.1,1.1,74.4
Turkiye,Mugla,Erkek,Mesane,50-69,33.4,9.0,72.2
Turkiye,Mugla,Erkek,Mesane,70+,35.9,16.3,57.9
Turkiye,Mugla,Erkek,Diger,30-49,3.1,0.6,69.9
Turkiye,Mugla,Erkek,Diger,50-69,15.6,4.6,67.9
Turkiye,Mugla,Erkek,Diger,70+,24.3,9.0,55.9
Turkiye,Mugla,Kadin,Akciger,30-49,2.4,1.2,19.6
Turkiye,Mugla,Kadin,Akciger,50-69,14.5,10.2,16.0
Turkiye,Mugla,Kadin,Akciger,70+,20.1,16.9,5.0
Turkiye,Mugla,Kadin,Meme,30-49,51.3,7.6,88.1
Turkiye,Mugla,Kadin,Meme,50-69,103.8,24.9,83.9
Turkiye,Mugla,Kadin,Meme,70+,146.7,39.9,72.3
Turkiye,Mugla,Kadin,Kolorektal,30-49,11.7,3.8,65.0
Turkiye,Mugla,Kadin,Kolorektal,50-69,25.3,9.6,61.1
Turkiye,Mugla,Kadin,Kolorektal,70+,88.8,55.7,47.8
Turkiye,Mugla,Kadin,Tiroid,30-49,46.3,0.7,99.1
Turkiye,Mugla,Kadin,Tiroid,50-69,42.5,0.7,98.5
Turkiye,Mugla,Kadin,Tiroid,70+,63.1,1.1,86.6
Turkiye,Mugla,Kadin,Mide,30-49,2.1,1.3,27.0
Turkiye,Mugla,Kadin,Mide,50-69,11.2,9.1,24.9
Turkiye,Mugla,Kadin,Mide,70+,14.2,13.3,9.9
Turkiye,Mugla,Kadin,Mesane,30-49,0.9,0.3,76.4
Turkiye,Mugla,Kadin,Mesane,50-69,5.6,1.9,71.1
Turkiye,Mugla,Kadin,Mesane,70+,9.0,3.3,60.5
Turkiye,Mugla,Kadin,Diger,30-49,2.9,0.6,71.7
Turkiye,Mugla,Kadin,Diger,50-69,17.6,4.9,65.2
Turkiye,Mugla,Kadin,Diger,70+,20.3,8.8,55.8
Turkiye,Mus,Erkek,Akciger,30-49,10.0,5.8,22.0
Turkiye,Mus,Erkek,Akciger,50-69,67.1,50.5,16.5
Turkiye,Mus,Erkek,Akciger,70+,89.2,71.4,5.0
Turkiye,Mus,Erkek,Prostat,30-49,28.2,5.5,92.6
Turkiye,Mus,Erkek,Prostat,50-69,32.1,6.3,86.3
Turkiye,Mus,Erkek,Prostat,70+,241.8,67.5,74.5
Turkiye,Mus,Erkek,Kolorektal,30-49,11.4,4.2,65.1
Turkiye,Mus,Erkek,Kolorektal,50-69,25.0,11.5,56.3
Turkiye,Mus,Erkek,Kolorektal,70+,96.6,58.0,50.1
Turkiye,Mus,Erkek,Tiroid,30-49,8.4,0.5,96.6
Turkiye,Mus,Erkek,Tiroid,50-69,8.0,0.7,99.5
Turkiye,Mus,Erkek,Tiroid,70+,12.9,1.2,86.4
Turkiye,Mus,Erkek,Mide,30-49,4.9,2.5,26.9
Turkiye,Mus,Erkek,Mide,50-69,24.1,22.2,22.9
Turkiye,Mus,Erkek,Mide,70+,40.9,38.3,10.7
Turkiye,Mus,Erkek,Mesane,30-49,5.2,1.1,76.8
Turkiye,Mus,Erkek,Mesane,50-69,28.2,9.1,71.4
Turkiye,Mus,Erkek,Mesane,70+,40.9,15.0,59.4
Turkiye,Mus,Erkek,Diger,30-49,2.5,0.6,67.9
Turkiye,Mus,Erkek,Diger,50-69,16.3,5.9,63.5
Turkiye,Mus,Erkek,Diger,70+,21.9,8.2,54.9
Turkiye,Mus,Kadin,Akciger,30-49,2.3,1.3,17.9
Turkiye,Mus,Kadin,Akciger,50-69,13.8,9.6,16.5
Turkiye,Mus,Kadin,Akciger,70+,18.3,14.6,5.0
Turkiye,Mus,Kadin,Meme,30-49,47.6,7.6,84.6
Turkiye,Mus,Kadin,Meme,50-69,116.9,26.9,84.6
Turkiye,Mus,Kadin,Meme,70+,176.1,47.0,72.5
Turkiye,Mus,Kadin,Kolorektal,30-49,10.8,3.9,62.5
Turkiye,Mus,Kadin,Kolorektal,50-69,29.9,11.0,57.6
Turkiye,Mus,Kadin,Kolorektal,70+,86.5,60.9,46.0
Turkiye,Mus,Kadin,Tiroid,30-49,38.1,0.6,97.3
Turkiye,Mus,Kadin,Tiroid,50-69,37.9,0.6,99.4
Turkiye,Mus,Kadin,Tiroid,70+,55.7,1.0,86.3
Turkiye,Mus,Kadin,Mide,30-49,2.9,1.4,28.0
Turkiye,Mus,Kadin,Mide,50-69,19.2,12.1,21.6
Turkiye,Mus,Kadin,Mide,70+,21.7,17.4,11.8
Turkiye,Mus,Kadin,Mesane,30-49,1.1,0.2,75.7
Turkiye,Mus,Kadin,Mesane,50-69,5.2,2.2,72.6
Turkiye,Mus,Kadin,Mesane,70+,7.6,3.4,61.8
Turkiye,Mus,Kadin,Diger,30-49,2.6,0.7,69.2
Turkiye,Mus,Kadin,Diger,50-69,14.8,5.2,63.4
Turkiye,Mus,Kadin,Diger,70+,21.2,8.5,50.6
Turkiye,Nevsehir,Erkek,Akciger,30-49,11.5,6.1,19.2
Turkiye,Nevsehir,Erkek,Akciger,50-69,56.0,44.8,16.6
Turkiye,Nevsehir,Erkek,Akciger,70+,93.5,88.8,5.0
Turkiye,Nevsehir,Erkek,Prostat,30-49,30.2,4.5,90.2
Turkiye,Nevsehir,Erkek,Prostat,50-69,33.1,6.6,87.0
Turkiye,Nevsehir,Erkek,Prostat,70+,223.8,72.3,73.1
Turkiye,Nevsehir,Erkek,Kolorektal,30-49,11.6,4.1,58.6
Turkiye,Nevsehir,Erkek,Kolorektal,50-69,25.7,9.7,58.1
Turkiye,Nevsehir,Erkek,Kolorektal,70+,92.9,54.4,46.0
Turkiye,Nevsehir,Erkek,Tiroid,30-49,8.2,0.7,99.5
Turkiye,Nevsehir,Erkek,Tiroid,50-69,8.2,0.7,97.5
Turkiye,Nevsehir,Erkek,Tiroid,70+,12.7,1.0,85.0
Turkiye,Nevsehir,Erkek,Mide,30-49,3.7,1.8,26.6
Turkiye,Nevsehir,Erkek,Mide,50-69,17.0,13.9,20.0
Turkiye,Nevsehir,Erkek,Mide,70+,26.6,23.7,10.5
Turkiye,Nevsehir,Erkek,Mesane,30-49,6.2,1.2,75.4
Turkiye,Nevsehir,Erkek,Mesane,50-69,30.8,10.4,71.9
Turkiye,Nevsehir,Erkek,Mesane,70+,42.3,14.0,59.7
Turkiye,Nevsehir,Erkek,Diger,30-49,2.9,0.6,70.0
Turkiye,Nevsehir,Erkek,Diger,50-69,14.6,4.9,60.5
Turkiye,Nevsehir,Erkek,Diger,70+,20.6,9.4,51.9
Turkiye,Nevsehir,Kadin,Akciger,30-49,2.5,1.2,20.1
Turkiye,Nevsehir,Kadin,Akciger,50-69,13.8,9.7,17.4
Turkiye,Nevsehir,Kadin,Akciger,70+,21.1,17.5,5.0
Turkiye,Nevsehir,Kadin,Meme,30-49,50.1,7.9,83.0
Turkiye,Nevsehir,Kadin,Meme,50-69,124.3,22.9,85.4
Turkiye,Nevsehir,Kadin,Meme,70+,195.0,43.0,73.3
Turkiye,Nevsehir,Kadin,Kolorektal,30-49,10.1,4.3,61.1
Turkiye,Nevsehir,Kadin,Kolorektal,50-69,23.9,10.7,61.5
Turkiye,Nevsehir,Kadin,Kolorektal,70+,101.1,55.3,47.6
Turkiye,Nevsehir,Kadin,Tiroid,30-49,36.2,0.6,98.3
Turkiye,Nevsehir,Kadin,Tiroid,50-69,40.9,0.6,99.1
Turkiye,Nevsehir,Kadin,Tiroid,70+,51.7,1.1,86.0
Turkiye,Nevsehir,Kadin,Mide,30-49,1.9,1.0,27.7
Turkiye,Nevsehir,Kadin,Mide,50-69,12.3,8.9,20.8
Turkiye,Nevsehir,Kadin,Mide,70+,16.2,15.9,11.3
Turkiye,Nevsehir,Kadin,Mesane,30-49,1.2,0.3,74.4
Turkiye,Nevsehir,Kadin,Mesane,50-69,5.7,2.0,72.3
Turkiye,Nevsehir,Kadin,Mesane,70+,9.4,3.8,58.6
Turkiye,Nevsehir,Kadin,Diger,30-49,3.0,0.6,70.3
Turkiye,Nevsehir,Kadin,Diger,50-69,13.6,5.3,63.3
Turkiye,Nevsehir,Kadin,Diger,70+,19.1,8.5,51.9
Turkiye,Nigde,Erkek,Akciger,30-49,11.0,5.5,21.2
Turkiye,Nigde,Erkek,Akciger,50-69,67.6,43.9,16.8
Turkiye,Nigde,Erkek,Akciger,70+,81.2,65.0,5.0
Turkiye,Nigde,Erkek,Prostat,30-49,26.2,4.5,93.7
Turkiye,Nigde,Erkek,Prostat,50-69,28.8,6.3,89.0
Turkiye,Nigde,Erkek,Prostat,70+,214.6,78.9,74.0
Turkiye,Nigde,Erkek,Kolorektal,30-49,13.2,3.8,65.7
Turkiye,Nigde,Erkek,Kolorektal,50-69,26.0,10.7,61.4
Turkiye,Nigde,Erkek,Kolorektal,70+,91.5,49.7,46.1
Turkiye,Nigde,Erkek,Tiroid,30-49,9.4,0.7,98.4
Turkiye,Nigde,Erkek,Tiroid,50-69,9.9,0.5,97.4
Turkiye,Nigde,Erkek,Tiroid,70+,12.3,1.0,86.4
Turkiye,Nigde,Erkek,Mide,30-49,3.6,1.7,27.8
Turkiye,Nigde,Erkek,Mide,50-69,18.9,13.9,22.8
Turkiye,Nigde,Erkek,Mide,70+,26.3,25.9,11.1
Turkiye,Nigde,Erkek,Mesane,30-49,5.6,1.0,77.8
Turkiye,Nigde,Erkek,Mesane,50-69,28.1,8.5,76.0
Turkiye,Nigde,Erkek,Mesane,70+,39.8,14.0,60.3
Turkiye,Nigde,Erkek,Diger,30-49,2.3,0.6,73.4
Turkiye,Nigde,Erkek,Diger,50-69,13.1,4.2,62.3
Turkiye,Nigde,Erkek,Diger,70+,22.5,9.5,52.1
Turkiye,Nigde,Kadin,Akciger,30-49,2.7,1.4,22.7
Turkiye,Nigde,Kadin,Akciger,50-69,13.7,8.6,13.5
Turkiye,Nigde,Kadin,Akciger,70+,18.9,18.0,5.0
Turkiye,Nigde,Kadin,Meme,30-49,52.3,8.3,85.7
Turkiye,Nigde,Kadin,Meme,50-69,125.1,24.7,86.1
Turkiye,Nigde,Kadin,Meme,70+,172.7,42.2,77.7
Turkiye,Nigde,Kadin,Kolorektal,30-49,10.8,3.7,63.3
Turkiye,Nigde,Kadin,Kolorektal,50-69,26.9,12.1,59.0
Turkiye,Nigde,Kadin,Kolorektal,70+,84.4,59.8,48.4
Turkiye,Nigde,Kadin,Tiroid,30-49,32.1,0.6,95.3
Turkiye,Nigde,Kadin,Tiroid,50-69,36.0,0.6,99.5
Turkiye,Nigde,Kadin,Tiroid,70+,53.7,0.9,87.8
Turkiye,Nigde,Kadin,Mide,30-49,1.8,1.1,26.0
Turkiye,Nigde,Kadin,Mide,50-69,11.2,9.4,23.9
Turkiye,Nigde,Kadin,Mide,70+,17.8,15.6,11.6
Turkiye,Nigde,Kadin,Mesane,30-49,1.0,0.3,76.3
Turkiye,Nigde,Kadin,Mesane,50-69,6.0,1.9,71.6
Turkiye,Nigde,Kadin,Mesane,70+,8.6,3.6,56.7
Turkiye,Nigde,Kadin,Diger,30-49,3.0,0.6,69.1
Turkiye,Nigde,Kadin,Diger,50-69,13.6,4.7,67.3
Turkiye,Nigde,Kadin,Diger,70+,21.2,8.4,53.9
Turkiye,Ordu,Erkek,Akciger,30-49,13.0,8.7,21.9
Turkiye,Ordu,Erkek,Akciger,50-69,74.6,61.7,10.3
Turkiye,Ordu,Erkek,Akciger,70+,95.6,76.5,5.0
Turkiye,Ordu,Erkek,Prostat,30-49,25.4,4.1,91.0
Turkiye,Ordu,Erkek,Prostat,50-69,33.3,6.3,83.6
Turkiye,Ordu,Erkek,Prostat,70+,200.9,59.1,76.6
Turkiye,Ordu,Erkek,Kolorektal,30-49,13.0,3.6,62.1
Turkiye,Ordu,Erkek,Kolorektal,50-69,25.0,9.0,59.6
Turkiye,Ordu,Erkek,Kolorektal,70+,93.1,60.3,45.0
Turkiye,Ordu,Erkek,Tiroid,30-49,8.6,0.5,96.4
Turkiye,Ordu,Erkek,Tiroid,50-69,8.1,0.6,96.9
Turkiye,Ordu,Erkek,Tiroid,70+,12.7,1.0,83.9
Turkiye,Ordu,Erkek,Mide,30-49,3.4,1.9,25.3
Turkiye,Ordu,Erkek,Mide,50-69,20.2,14.0,22.1
Turkiye,Ordu,Erkek,Mide,70+,27.7,24.9,11.1
Turkiye,Ordu,Erkek,Mesane,30-49,5.4,1.1,71.2
Turkiye,Ordu,Erkek,Mesane,50-69,26.5,9.4,72.9
Turkiye,Ordu,Erkek,Mesane,70+,40.2,15.4,59.5
Turkiye,Ordu,Erkek,Diger,30-49,2.8,0.5,67.9
Turkiye,Ordu,Erkek,Diger,50-69,14.6,5.3,69.5
Turkiye,Ordu,Erkek,Diger,70+,20.6,7.8,53.7
Turkiye,Ordu,Kadin,Akciger,30-49,3.5,1.6,17.9
Turkiye,Ordu,Kadin,Akciger,50-69,18.8,13.8,13.2
Turkiye,Ordu,Kadin,Akciger,70+,25.2,24.8,5.1
Turkiye,Ordu,Kadin,Meme,30-49,47.7,7.3,88.2
Turkiye,Ordu,Kadin,Meme,50-69,103.9,24.8,83.5
Turkiye,Ordu,Kadin,Meme,70+,174.7,41.1,76.3
Turkiye,Ordu,Kadin,Kolorektal,30-49,12.7,3.5,66.1
Turkiye,Ordu,Kadin,Kolorektal,50-69,29.2,11.8,57.6
Turkiye,Ordu,Kadin,Kolorektal,70+,92.9,56.7,45.7
Turkiye,Ordu,Kadin,Tiroid,30-49,43.1,0.6,93.3
Turkiye,Ordu,Kadin,Tiroid,50-69,39.0,0.6,98.1
Turkiye,Ordu,Kadin,Tiroid,70+,51.6,1.1,88.2
Turkiye,Ordu,Kadin,Mide,30-49,2.1,1.1,27.4
Turkiye,Ordu,Kadin,Mide,50-69,11.5,8.4,24.0
Turkiye,Ordu,Kadin,Mide,70+,16.7,13.4,13.3
Turkiye,Ordu,Kadin,Mesane,30-49,1.0,0.3,73.8
Turkiye,Ordu,Kadin,Mesane,50-69,6.3,2.1,69.2
Turkiye,Ordu,Kadin,Mesane,70+,8.6,3.0,55.8
Turkiye,Ordu,Kadin,Diger,30-49,2.7,0.6,68.8
Turkiye,Ordu,Kadin,Diger,50-69,13.1,4.7,65.7
Turkiye,Ordu,Kadin,Diger,70+,22.0,8.7,55.1
Turkiye,Rize,Erkek,Akciger,30-49,14.4,7.3,19.0
Turkiye,Rize,Erkek,Akciger,50-69,68.8,64.4,17.0
Turkiye,Rize,Erkek,Akciger,70+,114.4,91.5,5.0
Turkiye,Rize,Erkek,Prostat,30-49,28.9,4.5,94.1
Turkiye,Rize,Erkek,Prostat,50-69,31.9,6.3,89.7
Turkiye,Rize,Erkek,Prostat,70+,199.9,67.7,77.3
Turkiye,Rize,Erkek,Kolorektal,30-49,12.1,3.4,67.4
Turkiye,Rize,Erkek,Kolorektal,50-69,25.0,11.1,61.1
Turkiye,Rize,Erkek,Kolorektal,70+,90.6,51.5,47.5
Turkiye,Rize,Erkek,Tiroid,30-49,7.7,0.6,98.6
Turkiye,Rize,Erkek,Tiroid,50-69,8.8,0.5,99.5
Turkiye,Rize,Erkek,Tiroid,70+,12.7,1.2,85.7
Turkiye,Rize,Erkek,Mide,30-49,3.2,1.8,27.1
Turkiye,Rize,Erkek,Mide,50-69,17.2,16.8,21.9
Turkiye,Rize,Erkek,Mide,70+,22.7,18.2,10.1
Turkiye,Rize,Erkek,Mesane,30-49,5.3,0.9,78.6
Turkiye,Rize,Erkek,Mesane,50-69,27.8,9.0,72.6
Turkiye,Rize,Erkek,Mesane,70+,44.9,15.7,55.9
Turkiye,Rize,Erkek,Diger,30-49,2.5,0.6,68.1
Turkiye,Rize,Erkek,Diger,50-69,15.2,5.3,66.7
Turkiye,Rize,Erkek,Diger,70+,18.9,10.3,54.4
Turkiye,Rize,Kadin,Akciger,30-49,3.1,1.7,23.8
Turkiye,Rize,Kadin,Akciger,50-69,15.5,12.9,10.7
Turkiye,Rize,Kadin,Akciger,70+,24.9,23.6,5.0
Turkiye,Rize,Kadin,Meme,30-49,45.5,6.3,86.7
Turkiye,Rize,Kadin,Meme,50-69,128.4,22.9,86.8
Turkiye,Rize,Kadin,Meme,70+,140.8,43.5,73.3
Turkiye,Rize,Kadin,Kolorektal,30-49,11.5,3.6,62.8
Turkiye,Rize,Kadin,Kolorektal,50-69,26.8,9.8,58.3
Turkiye,Rize,Kadin,Kolorektal,70+,94.9,51.1,50.2
Turkiye,Rize,Kadin,Tiroid,30-49,35.4,0.6,96.4
Turkiye,Rize,Kadin,Tiroid,50-69,43.5,0.6,96.5
Turkiye,Rize,Kadin,Tiroid,70+,57.9,1.1,86.7
Turkiye,Rize,Kadin,Mide,30-49,2.0,1.0,28.1
Turkiye,Rize,Kadin,Mide,50-69,11.0,10.3,20.7
Turkiye,Rize,Kadin,Mide,70+,18.1,15.6,11.5
Turkiye,Rize,Kadin,Mesane,30-49,1.2,0.3,77.1
Turkiye,Rize,Kadin,Mesane,50-69,4.7,2.1,69.3
Turkiye,Rize,Kadin,Mesane,70+,7.6,3.8,59.7
Turkiye,Rize,Kadin,Diger,30-49,2.9,0.6,68.3
Turkiye,Rize,Kadin,Diger,50-69,15.4,5.0,66.7
Turkiye,Rize,Kadin,Diger,70+,22.3,8.8,51.4
Turkiye,Sakarya,Erkek,Akciger,30-49,13.2,7.5,18.9
Turkiye,Sakarya,Erkek,Akciger,50-69,79.2,68.7,14.9
Turkiye,Sakarya,Erkek,Akciger,70+,108.6,86.9,5.0
Turkiye,Sakarya,Erkek,Prostat,30-49,24.2,3.9,90.2
Turkiye,Sakarya,Erkek,Prostat,50-69,33.2,5.7,86.6
Turkiye,Sakarya,Erkek,Prostat,70+,210.6,69.3,73.1
Turkiye,Sakarya,Erkek,Kolorektal,30-49,13.2,4.2,61.5
Turkiye,Sakarya,Erkek,Kolorektal,50-69,24.3,12.0,58.7
Turkiye,Sakarya,Erkek,Kolorektal,70+,78.3,49.7,46.6
Turkiye,Sakarya,Erkek,Tiroid,30-49,8.2,0.6,98.3
Turkiye,Sakarya,Erkek,Tiroid,50-69,10.1,0.6,99.5
Turkiye,Sakarya,Erkek,Tiroid,70+,14.0,1.2,86.7
Turkiye,Sakarya,Erkek,Mide,30-49,2.9,1.9,29.4
Turkiye,Sakarya,Erkek,Mide,50-69,18.9,17.1,24.5
Turkiye,Sakarya,Erkek,Mide,70+,27.8,22.2,11.6
Turkiye,Sakarya,Erkek,Mesane,30-49,4.5,1.0,77.7
Turkiye,Sakarya,Erkek,Mesane,50-69,29.0,8.8,69.1
Turkiye,Sakarya,Erkek,Mesane,70+,49.6,17.9,57.4
Turkiye,Sakarya,Erkek,Diger,30-49,2.7,0.6,70.6
Turkiye,Sakarya,Erkek,Diger,50-69,15.6,5.3,65.6
Turkiye,Sakarya,Erkek,Diger,70+,25.9,8.0,49.9
Turkiye,Sakarya,Kadin,Akciger,30-49,3.1,1.4,16.8
Turkiye,Sakarya,Kadin,Akciger,50-69,16.1,12.2,13.3
Turkiye,Sakarya,Kadin,Akciger,70+,25.5,22.0,5.0
Turkiye,Sakarya,Kadin,Meme,30-49,51.4,7.0,85.5
Turkiye,Sakarya,Kadin,Meme,50-69,118.4,20.3,81.7
Turkiye,Sakarya,Kadin,Meme,70+,165.5,43.7,77.7
Turkiye,Sakarya,Kadin,Kolorektal,30-49,12.4,4.1,63.1
